27,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,29
43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41
43,-1,-1,-1,-1,177,-1,-1,-1,-1,-1,177,-1,-1,-1,-1,-1,177,-1,-1,-1,-1,177,-1,-1,-1,-1,-1,177,-1,-1,-1,-1,-1,177,-1,-1,-1,-1,41
43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,178,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,178,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41
43,110,110,110,110,22,23,-1,-1,-1,21,22,23,-1,-1,-1,21,22,23,-1,-1,21,22,23,-1,-1,-1,21,22,23,-1,-1,-1,21,22,23,-1,-1,-1,41
43,-1,-1,-1,41,42,43,-1,-1,-1,41,42,43,-1,-1,-1,41,42,43,-1,-1,41,42,43,-1,-1,-1,41,42,43,-1,-1,-1,41,42,43,-1,-1,-1,41
43,-1,-1,-1,61,62,63,-1,-1,-1,61,62,63,-1,-1,-1,61,62,63,-1,-1,61,62,63,-1,-1,-1,61,62,63,-1,-1,-1,61,62,63,-1,-1,-1,41
43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41
43,-1,177,-1,-1,-1,-1,-1,177,-1,-1,-1,-1,-1,177,-1,-1,-1,-1,177,177,-1,-1,-1,-1,177,-1,-1,-1,-1,-1,177,-1,-1,-1,-1,-1,177,-1,41
43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,177,177,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41
43,21,22,23,-1,-1,-1,21,22,23,-1,-1,-1,21,22,23,-1,-1,-1,21,23,-1,-1,-1,21,22,23,-1,-1,-1,21,22,23,-1,-1,-1,21,22,23,41
43,41,42,43,-1,-1,-1,41,42,43,-1,-1,-1,41,42,43,-1,-1,-1,41,43,-1,-1,-1,41,42,43,-1,-1,-1,41,42,43,-1,-1,-1,41,42,43,41
43,61,62,63,-1,-1,-1,61,62,63,-1,-1,-1,61,62,63,-1,-1,-1,61,63,-1,-1,-1,61,62,63,-1,-1,-1,61,62,63,-1,-1,-1,61,62,63,41
43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41
43,-1,-1,-1,-1,177,-1,-1,-1,-1,-1,177,-1,-1,-1,-1,-1,177,-1,-1,-1,-1,177,-1,-1,-1,-1,-1,177,-1,-1,-1,-1,-1,177,-1,-1,-1,-1,41
43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,178,-1,-1,-1,-1,178,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41
43,-1,-1,-1,21,22,23,-1,-1,-1,21,22,23,-1,-1,-1,21,22,23,-1,-1,21,22,23,-1,-1,-1,21,22,23,-1,-1,-1,21,22,23,-1,-1,-1,41
43,-1,-1,-1,41,42,43,-1,-1,-1,41,42,43,-1,-1,-1,41,42,43,-1,-1,41,42,43,-1,-1,-1,41,42,43,-1,-1,-1,41,42,43,-1,-1,-1,41
43,-1,-1,-1,61,62,63,-1,-1,-1,61,62,63,-1,-1,-1,61,62,63,-1,-1,61,62,63,-1,-1,-1,61,62,63,-1,-1,-1,61,62,63,-1,-1,-1,41
43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41
43,-1,177,-1,-1,-1,-1,-1,177,-1,-1,-1,-1,-1,177,-1,-1,-1,-1,177,177,-1,-1,-1,-1,177,-1,-1,-1,-1,-1,177,-1,-1,-1,-1,-1,177,-1,41
43,-1,178,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,177,177,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,178,-1,41
43,21,22,23,-1,-1,-1,21,22,23,-1,-1,-1,21,22,23,-1,-1,-1,21,23,-1,-1,-1,21,22,23,-1,-1,-1,21,22,23,-1,-1,-1,21,22,23,41
43,41,42,43,-1,-1,-1,41,42,43,-1,-1,-1,41,42,43,-1,-1,-1,41,43,-1,-1,-1,41,42,43,-1,-1,-1,41,42,43,-1,-1,-1,41,42,43,41
